aa: /ɑː/ aa
alvardo: /ælˈvɑːrdoʊ/ 阿尔瓦多（人名）
alvatar: /ˌælˈvɑːtɑːr/ 阿尔瓦塔（虚构人物）
always: /ˈɔːlweɪz/ 总是
alx: /ælx/  ALX (简称)
am: /æm/ 是
amadas: /ɑːˈmɑːdɑːs/ 阿马达斯（人名）
amalek: /ˈæməlek/ 亚玛力
amalgamated: /əˈmælɡəmeɪtɪd/ 合并的
amalgamation: /əˌmælɡəˈmeɪʃn/ 合并
aman: /ˈɑːmɑːn/ 阿曼
amasia: /əˈmeɪʒə/ 阿玛西亚（地名）
amass: /əˈmæs/ 积累
amassed: /əˈmæst/ 积累的
amassing: /əˈmæsɪŋ/ 积累
amateur: /ˈæmətər/ 业余的；业余爱好者
amateurish: /ˌæməˈtɜːrɪʃ/ 业余的
amazed: /əˈmeɪzd/ 惊讶的
amazing: /əˈmeɪzɪŋ/ 令人惊叹的
amazingly: /əˈmeɪzɪŋli/ 令人惊奇地
amazon: /ˈæməzən/ 亚马逊
ambassador: /æmˈbæsədər/ 大使
ambassadors: /æmˈbæsədərz/ 大使（复数）
ambiance: /ˈæmbiəns/ 氛围
ambient: /ˈæmbiənt/ 环境的
ambiguity: /ˌæmbɪˈɡjuːəti/ 歧义
ambiguous: /æmˈbɪɡjuəs/ 含糊不清的
ambition: /æmˈbɪʃn/ 野心
ambitions: /æmˈbɪʃnz/ 野心（复数）
ambitious: /æmˈbɪʃəs/ 有野心的
ambrose: /ˈæmbrəʊz/ 安布罗斯 (人名)
ambush: /ˈæmbʊʃ/ 埋伏
ambushed: /ˈæmbʊʃt/ 埋伏的
amen: /ɑːˈmen/ 阿门
amendment: /əˈmendmənt/ 修正案
amendments: /əˈmendmənts/ 修正案（复数）
amends: /əˈmendz/ 赔偿
america: /əˈmerɪkə/ 美国
american: /əˈmerɪkən/ 美国的；美国人
americana: /əˌmerɪˈkɑːnə/ 美国风情的事物
americans: /əˈmerɪkənz/ 美国人（复数）
americas: /əˈmerɪkəz/ 美洲
amhurst: /ˈæmhɜːst/ 阿默斯特
amica: /ˈæmɪkə/ 阿米卡（人名）
amicable: /ˈæmɪkəbl/ 友好的
amid: /əˈmɪd/ 在...之中
amidst: /əˈmɪdst/ 在...之中
amil: /ˈeɪmɪl/ 阿米尔（人名）
amin: /əˈmiːn/ 阿明
ammon: /ˈæmən/ 阿蒙
ammt: /æmt/ AMMT (简称)
ammunition: /ˌæmjʊˈnɪʃn/ 弹药
amnesty: /ˈæmnəsti/ 大赦
amon: /ˈɑːmən/ 阿蒙
among: /əˈmʌŋ/ 在...之中
amongst: /əˈmʌŋst/ 在...之中
amongus: /əˈmʌŋəs/  Among Us (游戏)
amos: /ˈeɪmɒs/ 阿摩司（人名）
amount: /əˈmaʊnt/ 数量
amounted: /əˈmaʊntɪd/ 总计
amounts: /əˈmaʊnts/ 数量（复数）
ampersand: /ˈæmpərsænd/ & 符号
ampersands: /ˈæmpərsændz/ & 符号 (复数)
amphibious: /æmˈfɪbiəs/ 两栖的
amphitheater: /ˈæmfɪθiːətər/ 露天剧场
amplification: /ˌæmplɪfɪˈkeɪʃn/ 放大
amplifier: /ˈæmplɪfaɪər/ 放大器
amplifiers: /ˈæmplɪfaɪərz/ 放大器（复数）
amplify: /ˈæmplɪfaɪ/ 放大
amplitude: /ˈæmplɪtjuːd/ 振幅
amroth: /ˈæmrɒθ/ 安罗斯（人名）
amsterdam: /ˈæmstərdæm/ 阿姆斯特丹
amusements: /əˈmjuːzmənts/ 娱乐
amusing: /əˈmjuːzɪŋ/ 有趣的
amvs: /eɪˌemˈviːz/  AMVs（动画音乐视频）
an: /ən/ 一个
anael: /ˈeɪniəl/ 阿奈尔（人名）
analogous: /əˈnæl.ə.ɡəs/ 类似的
analogy: /əˈnæl.ə.dʒi/ 类比
analysis: /əˈnælɪsɪs/ 分析
analyst: /ˈænəlɪst/ 分析师
analysts: /ˈænəlɪsts/ 分析师（复数）
analytical: /ˌænəˈlɪtɪkl/ 分析的
analyze: /ˈænəlaɪz/ 分析
analyzed: /ˈænəlaɪzd/ 分析的
analyzes: /ˈænəlaɪzɪz/ 分析（第三人称单数）
anang: /əˈnɑːŋ/ 阿南 (人名)
anar: /ˈɑːnɑːr/ 阿纳 (人名)
anara: /ˈɑːnɑːrə/ 阿娜拉 (人名)
anaran: /ˈɑːnərən/ 阿纳兰 (人名)
anarchist: /ˈænərkɪst/ 无政府主义者
anarchistic: /ˌænərˈkɪstɪk/ 无政府主义的
anarchists: /ˈænərkɪsts/ 无政府主义者（复数）
anarion: /əˈnɑːriən/ 阿纳瑞安（人名）
anas: /ˈɑːnəs/ 阿纳斯（人名）
anastasi: /ˌænəˈstɑːzi/ 阿纳斯塔西（人名）
anation: /əˈneɪʃən/ 民族
anatolia: /ˌænəˈtoʊliə/ 安纳托利亚
anatomy: /əˈnætəmi/ 解剖学
anbp: /ˌeɪˌenˈbiːˌpiː/  ANBP (简称)
ancestor: /ˈænsestər/ 祖先
ancestors: /ˈænsestərz/ 祖先（复数）
ancestorship: /ˈænsestərʃɪp/ 祖先身份
ancestral: /ænˈsestrəl/ 祖先的
anchor: /ˈæŋkər/ 锚；停泊
anchora: /ˈæŋkərə/ 安科拉 (人名)
anchorage: /ˈæŋkərɪdʒ/ 停泊处；锚地
ancient: /ˈeɪnʃənt/ 古代的
anciently: /ˈeɪnʃəntli/ 古老地
ancients: /ˈeɪnʃənts/ 古人
and: /ænd/ 和
anda: /ˈændə/ 安达 (人名)
andale: /ænˈdeɪli/ 安达莱（西班牙语）
andall: /ænˈdɔːl/ 安道尔
andel: /ˈændəl/ 安德尔 (人名)
anders: /ˈændərz/ 安德斯（人名）
anderson: /ˈændərsən/ 安德森（人名）
andine: /ˈændaɪn/ 安第斯山脉的
andor: /ˈændɔːr/ 安多尔
andre: /ˈɑːndreɪ/ 安德烈（人名）
andrea: /ˈændriːə/ 安德烈娅（人名）
andrew: /ˈændruː/ 安德鲁（人名）
andro: /ˈændroʊ/ 安德罗 (人名)
android: /ˈændrɔɪd/ 安卓；机器人
andromeda: /ænˈdrɒmɪdə/ 安德洛墨达
andruk: /ˈændrʊk/ 安德鲁克（人名）
anduin: /ˈændwuɪn/ 安都因（虚构地点）
andwin: /ˈændwɪn/ 安德温（人名）
andy: /ˈændi/ 安迪 (人名)
anesthesia: /ˌænəsˈθiːziə/ 麻醉
aneurysm: /ˈænjərɪzəm/ 动脉瘤
angal: /ˈæŋɡəl/ 安加尔（人名）
angar: /ˈæŋɡɑːr/ 安加尔 (人名)
angband: /ˈæŋbænd/ 安格班德（虚构地点）
angel: /ˈeɪndʒəl/ 天使
angeles: /ˈæŋɡələs/ 安吉利斯
angelos: /ˈændʒəlɒs/ 安吉洛斯（人名）
angels: /ˈeɪndʒəlz/ 天使（复数）
angelus: /ˈændʒələs/ 天使报喜
anger: /ˈæŋɡər/ 愤怒
angered: /ˈæŋɡərd/ 生气的
angle: /ˈæŋɡəl/ 角；角度
angles: /ˈæŋɡəlz/ 角（复数）；角度（复数）
anglia: /ˈæŋɡliə/ 安格利亚
anglicanism: /ˈæŋɡlɪkənɪzəm/ 英国圣公会教义
anglo: /ˈæŋɡloʊ/ 盎格鲁
anglocentric: /ˌæŋɡloʊˈsentrɪk/ 以盎格鲁为中心的
angolian: /ˌæŋˈɡoʊliən/ 安哥拉的
angrim: /ˈæŋɡrɪm/ 安格里姆（人名）
angrist: /ˈæŋɡrɪst/ 安格里斯特（人名）
angry: /ˈæŋɡri/ 生气的
angular: /ˈæŋɡjələr/ 有角的
anid: /əˈnɪd/ 安尼德（人名）
anim: /ˈænɪm/ 动画
animal: /ˈænɪml/ 动物
animalistic: /ˌænɪməˈlɪstɪk/ 动物性的
animals: /ˈænɪmlz/ 动物（复数）
animat: /ˈænɪmæt/ 动画
animate: /ˈænɪmeɪt/ 使...有生气
animated: /ˈænɪmeɪtɪd/ 生动的
animating: /ˈænɪmeɪtɪŋ/ 使...有生气
animation: /ˌænɪˈmeɪʃn/ 动画
animations: /ˌænɪˈmeɪʃənz/ 动画（复数）
animator: /ˈænɪmeɪtər/ 动画师
animators: /ˈænɪmeɪtərz/ 动画师（复数）
anime: /ˈænɪmeɪ/ 动漫
animist: /ˈænɪmɪst/ 万物有灵论者
animon: /ˈænɪmɒn/ 安尼蒙（人名）
animosity: /ˌænɪˈmɒsɪti/ 敌意
anith: /ˈænɪθ/ 安妮丝（人名）
anling: /ˈænˌlɪŋ/ 安灵（人名）
anna: /ˈænə/ 安娜（人名）
annette: /əˈnet/ 安妮特（人名）
annex: /əˈneks/ 吞并；附加
annexation: /ˌænekˈseɪʃn/ 吞并
annexed: /əˈnekst/ 吞并的
annexing: /əˈneksɪŋ/ 吞并
annie: /ˈæni/ 安妮（人名）
annihilate: /əˈnaɪɪleɪt/ 消灭
annihilated: /əˈnaɪɪleɪtɪd/ 消灭的
annihilating: /əˈnaɪɪleɪtɪŋ/ 消灭
annihilation: /əˌnaɪəˈleɪʃn/ 消灭
anniversary: /ˌænɪˈvɜːrsəri/ 周年纪念日
annotate: /ˈænəteɪt/ 注释
annotated: /ˈænəteɪtɪd/ 注释的
annotating: /ˈænəteɪtɪŋ/ 注释
annotation: /ˌænəˈteɪʃn/ 注释
annotations: /ˌænəˈteɪʃənz/ 注释（复数）
announce: /əˈnaʊns/ 宣布
announced: /əˈnaʊnst/ 宣布的
announcement: /əˈnaʊnsmənt/ 公告
announcing: /əˈnaʊnsɪŋ/ 宣布
annoy: /əˈnɔɪ/ 使恼火
annoyed: /əˈnɔɪd/ 恼火的
annoying: /əˈnɔɪɪŋ/ 烦人的
annual: /ˈænjuəl/ 每年的
annually: /ˈænjuəli/ 每年地
annulment: /əˈnʌlmənt/ 废止
ano: /ˈɑːnoʊ/ 阿诺（人名）
anob: /ˈɑːnɒb/ 阿诺布（人名）
anolin: /ˈænəlɪn/ 阿诺林（人名）
anomalies: /əˈnɒməliz/ 异常现象
anon: /əˈnɒn/ 匿名
anonymous: /əˈnɒnɪməs/ 匿名的
anor: /ˈɑːnɔːr/ 阿诺尔 (人名)
anorm: /ˈɑːnɔːrm/ 安诺姆 (人名)
another: /əˈnʌðər/ 另一个
ans: /æns/ ANS (简称)
answ: /æns/ ANSW(简称)
answer: /ˈænsər/ 回答
answered: /ˈænsərd/ 回答的
answering: /ˈænsərɪŋ/ 回答
answers: /ˈænsərz/ 回答（复数）
antagonist: /ænˈtæɡənɪst/ 对手
antagonistic: /ænˌtæɡəˈnɪstɪk/ 敌对的
antagonists: /ænˈtæɡənɪsts/ 对手（复数）
antagonize: /ænˈtæɡənaɪz/ 使...敌对
antagonizing: /ænˈtæɡənaɪzɪŋ/ 使...敌对
antanette: /ˌæntəˈnet/ 安塔内特 (人名)
antank: /ˈæntæŋk/ 安坦克 (人名)
anthem: /ˈænθəm/ 圣歌
anthony: /ˈænθəni/ 安东尼 (人名)
anti: /ˈænti/ 反对
antibiotics: /ˌæntibaɪˈɒtɪks/ 抗生素
anticipated: /ænˈtɪsɪpeɪtɪd/ 预期的
anticipating: /ænˈtɪsɪpeɪtɪŋ/ 预期
anticipation: /ænˌtɪsɪˈpeɪʃn/ 预期
antics: /ˈæntɪks/ 滑稽动作
antidote: /ˈæntɪdoʊt/ 解药
antigonids: /ˌænˈtɪɡənɪdz/ 安提柯王朝
antimatter: /ˈæntaɪˌmætər/ 反物质
antiquated: /ˈæntɪkweɪtɪd/ 过时的
antiquity: /ænˈtɪkwɪti/ 古代
antitrust: /ˌæntiˈtrʌst/ 反托拉斯的
anto: /ˈɑːntoʊ/ 安托 (人名)
antoinette: /ˌæntwɑːˈnet/ 安托瓦内特（人名）
anton: /ˈæntən/ 安东 (人名)
antonia: /ænˈtoʊniə/ 安东尼娅（人名）
antoninus: /ˌæntəˈnaɪnəs/ 安东尼努斯（人名）
antonio: /ænˈtoʊnioʊ/ 安东尼奥（人名）
antony: /ˈæntəni/ 安东尼（人名）
ants: /ænts/ 蚂蚁
antsy: /ˈæntsi/ 焦躁不安的
anu: /ˈɑːnuː/ 阿努（人名）
anus: /ˈeɪnəs/ 肛门
anvils: /ˈænvɪlz/ 铁砧（复数）
anway: /ˈænweɪ/ 安韦（人名）
anxieties: /æŋˈzaɪətiz/ 焦虑（复数）
anxiety: /æŋˈzaɪəti/ 焦虑
anxious: /ˈæŋkʃəs/ 焦虑的
anxiously: /ˈæŋkʃəsli/ 焦虑地
any: /ˈeni/ 任何的
anybody: /ˈenibɒdi/ 任何人
anyhow: /ˈenihaʊ/ 无论如何
anymore: /ˌeniˈmɔːr/ 再也（不）
anyone: /ˈeniwʌn/ 任何人
anything: /ˈeniθɪŋ/ 任何事
anytime: /ˈenitaɪm/ 任何时候
anyway: /ˈeniweɪ/ 无论如何
anyways: /ˈeniweɪz/ 无论如何
anywhere: /ˈeniwer/ 任何地方
anzio: /ˈæntsiˌoʊ/ 安齐奥
ao: /ˈeɪˈoʊ/ AO (简称)
aoad: /ˈeɪˈoʊˈeɪˈdi/ AOAD (简称)
aono: /ˈɑːoʊnoʊ/ 青野（人名）
aor: /ˈeɪˈɔːr/ AOR (简称)
aorta: /eɪˈɔːrtə/ 主动脉
aowin: /ˈɑːoʊwɪn/ 奥温（人名）
apart: /əˈpɑːrt/ 分开的；相距
apartment: /əˈpɑːrtmənt/ 公寓
apartments: /əˈpɑːrtmənts/ 公寓（复数）
ape: /eɪp/ 猿
apennine: /ˈæpənaɪn/ 亚平宁山脉
apes: /eɪps/ 猿（复数）
apex: /ˈeɪpeks/ 顶点
aphorisms: /ˈæfərɪzəmz/ 格言（复数）
aphrodisias: /ˌæfrəˈdɪziəs/ 阿芙罗狄西亚（古城）
aphrodite: /ˌæfrəˈdaɪti/ 阿芙罗狄忒
api: /ˈeɪˌpiːˈaɪ/ API (简称)
apic: /ˈeɪpɪk/ 顶点
apis: /ˈeɪpɪs/ 阿庇斯
apocalypse: /əˈpɒkəlɪps/ 启示录
apocalyptic: /əˌpɒkəˈlɪptɪk/ 启示录的
apologies: /əˈpɒlədʒiz/ 道歉（复数）
apologize: /əˈpɒlədʒaɪz/ 道歉
apologizes: /əˈpɒlədʒaɪzɪz/ 道歉（第三人称单数）
apostles: /əˈpɒslz/ 使徒（复数）
apothecary: /əˈpɒθɪkəri/ 药剂师
app: /æp/ 应用
appalachians: /ˌæpəˈleɪʃɪənz/ 阿巴拉契亚山脉
appalled: /əˈpɔːld/ 震惊的
appalling: /əˈpɔːlɪŋ/ 骇人听闻的
appallingly: /əˈpɔːlɪŋli/ 骇人听闻地
apparatus: /ˌæpəˈreɪtəs/ 装置
apparel: /əˈpærəl/ 服装
apparent: /əˈpærənt/ 明显的
apparently: /əˈpærəntli/ 显然地
apparition: /ˌæpəˈrɪʃn/ 幽灵
apparitions: /ˌæpəˈrɪʃənz/ 幽灵（复数）
appeal: /əˈpiːl/ 呼吁；吸引
appealed: /əˈpiːld/ 呼吁的；吸引的
appealing: /əˈpiːlɪŋ/ 吸引人的
appear: /əˈpɪr/ 出现
appearance: /əˈpɪrəns/ 外观
appearances: /əˈpɪrənsɪz/ 外观（复数）
appeared: /əˈpɪrd/ 出现
appearing: /əˈpɪrɪŋ/ 出现
appears: /əˈpɪrz/ 出现（第三人称单数）
appeasement: /əˈpiːzmənt/ 绥靖
append: /əˈpend/ 添加
appendage: /əˈpendɪdʒ/ 附属物
appended: /əˈpendɪd/ 添加的
appending: /əˈpendɪŋ/ 添加
applause: /əˈplɔːz/ 鼓掌
apple: /ˈæpl/ 苹果
apples: /ˈæplz/ 苹果（复数）
appliance: /əˈplaɪəns/ 家用电器
appliances: /əˈplaɪənsɪz/ 家用电器（复数）
applicability: /ˌæplɪkəˈbɪlɪti/ 适用性
application: /ˌæplɪˈkeɪʃn/ 应用；申请
applications: /ˌæplɪˈkeɪʃənz/ 应用（复数）；申请（复数）
applied: /əˈplaɪd/ 应用的
applies: /əˈplaɪz/ 应用（第三人称单数）
apply: /əˈplaɪ/ 应用；申请
applying: /əˈplaɪɪŋ/ 应用；申请
appointed: /əˈpɔɪntɪd/ 被任命的
appointing: /əˈpɔɪntɪŋ/ 任命
appointment: /əˈpɔɪntmənt/ 约会；任命
appose: /əˈpoʊz/ 并列
appreciate: /əˈpriːʃieɪt/ 感激；欣赏
appreciated: /əˈpriːʃieɪtɪd/ 感激的；欣赏的
appreciates: /əˈpriːʃieɪts/ 感激（第三人称单数）；欣赏（第三人称单数）
appreciation: /əˌpriːʃiˈeɪʃn/ 感激；欣赏
apprehend: /ˌæprɪˈhend/ 理解；逮捕
apprehended: /ˌæprɪˈhendɪd/ 理解的；被逮捕的
approach: /əˈproʊtʃ/ 方法；接近
approached: /əˈproʊtʃt/ 接近的
approaches: /əˈproʊtʃɪz/ 方法（复数）；接近（第三人称单数）
approaching: /əˈproʊtʃɪŋ/ 接近
appropriate: /əˈproʊpriət/ 适当的；占用
appropriated: /əˈproʊpriˌeɪtɪd/ 占用的
appropriately: /əˈproʊpriətli/ 适当地
appropriation: /əˌproʊpriˈeɪʃn/ 拨款；占用
approval: /əˈpruːvl/ 批准
approve: /əˈpruːv/ 批准
approved: /əˈpruːvd/ 批准的
approves: /əˈpruːvz/ 批准（第三人称单数）
approxim: /əˈprɑːksɪm/ 近似的
approximate: /əˈprɒksɪmət/ 大约的
approximated: /əˈprɒksɪmeɪtɪd/ 近似的
approximately: /əˈprɒksɪmətli/ 大约地
approximating: /əˈprɒksɪmeɪtɪŋ/ 近似
approximation: /əˌprɒksɪˈmeɪʃn/ 近似
appuse: /æpˈjuːz/ 应用
april: /ˈeɪprəl/ 四月
aptly: /ˈæptli/ 恰当地
aqua: /ˈækwə/ 水
aqueduct: /ˈækwɪdʌkt/ 渡槽
aqueducts: /ˈækwɪdʌkts/ 渡槽（复数）
aquis: /ˈækwɪs/ 阿奎斯
ar: /ɑːr/ AR (简称)
ara: /ˈɑːrə/ 阿拉 (人名)
arab: /ˈærəb/ 阿拉伯人
arabat: /ˈærəˌbæt/ 阿拉巴特（地名）
arabia: /əˈreɪbiə/ 阿拉伯
arabian: /əˈreɪbiən/ 阿拉伯的
arabic: /ˈærəbɪk/ 阿拉伯语
arabor: /ˈærəbɔːr/ 阿拉博尔（人名）
arabs: /ˈærəbz/ 阿拉伯人（复数）
aradan: /ˈærədæn/ 阿拉丹（人名）
aragon: /ˈærəɡən/ 阿拉贡
aragorn: /ˈærəɡɔːrn/ 阿拉贡（人名）
aran: /ˈærən/ 阿兰（人名）
arapakis: /ˌærəˈpækɪs/ 阿拉帕基斯（人名）
arari: /ɑːˈrɑːri/ 阿拉里（人名）
arash: /ˈɑːræʃ/ 阿拉什（人名）
arashiyama: /ˌɑːrəʃiːˈjɑːmə/ 岚山
arasmus: /ˈærəsməs/ 埃拉斯谟（人名）
aratar: /ˈɑːrətɑːr/ 阿拉塔（虚构人物）
arbitrary: /ˈɑːrbɪtreri/ 任意的
arc: /ɑːrk/ 弧
arch: /ɑːrtʃ/ 拱；主要的
archaeological: /ˌɑːrkiəˈlɒdʒɪkl/ 考古学的
archaeologically: /ˌɑːrkiəˈlɒdʒɪkli/ 考古学地
archaeologist: /ˌɑːrkiˈɒlədʒɪst/ 考古学家
archaeologists: /ˌɑːrkiˈɒlədʒɪsts/ 考古学家（复数）
archaeology: /ˌɑːrkiˈɒlədʒi/ 考古学
archaic: /ɑːrˈkeɪɪk/ 古老的
archbishop: /ˌɑːrtʃˈbɪʃəp/ 大主教
archduke: /ˌɑːrtʃˈdjuːk/ 大公
arched: /ɑːrtʃt/ 拱形的
archer: /ˈɑːrtʃər/ 弓箭手
archers: /ˈɑːrtʃərz/ 弓箭手（复数）
archery: /ˈɑːrtʃəri/ 射箭
archetypal: /ˌɑːrkɪˈtaɪpəl/ 原型的
archibus: /ˈɑːrtʃɪbəs/ 阿奇巴斯
archibuses: /ˈɑːrtʃɪbəsɪz/ 阿奇巴斯（复数）
archies: /ˈɑːrtʃiz/ 阿奇 (人名)
archimedes: /ˌɑːrkɪˈmiːdiːz/ 阿基米德
archipelago: /ˌɑːrkɪˈpeləɡoʊ/ 群岛
architect: /ˈɑːrkɪtekt/ 建筑师
architecting: /ˈɑːrkɪtektɪŋ/ 设计（建筑）
architects: /ˈɑːrkɪtekts/ 建筑师（复数）
architectural: /ˌɑːrkɪˈtektʃərəl/ 建筑的
architecture: /ˈɑːrkɪtektʃər/ 建筑
architectures: /ˈɑːrkɪtektʃərz/ 建筑（复数）


archival: /ɑːˈkaɪvəl/ 档案的
archive: /ˈɑːkaɪv/ 档案
arcs: /ɑːks/ 弧线
ardennes: /ɑːˈdɛnz/ 阿登（地区名）
ardents: /ˈɑːrdənts/ 热情的
ardipithecus: /ˌɑːrdɪˈpɪθɪkəs/ 阿尔迪匹提库斯（地猿）
arditi: /ˈɑːrdɪti/ 阿迪蒂（意大利突击队）
ardor: /ˈɑːrdər/ 热情，热忱
arduous: /ˈɑːrdʒuəs/ 艰巨的
are: /ɑːr/ 是（be的复数形式）
area: /ˈeəriə/ 区域，面积
areas: /ˈeəriəz/ 区域（复数）
arej: (没有明确发音)
arena: /əˈriːnə/ 竞技场
arendel: /ˈærənˌdɛl/ 阿伦黛尔（地名）
argentina: /ˌɑːrdʒənˈtiːnə/ 阿根廷
argentine: /ˈɑːrdʒənˌtaɪn/ 阿根廷的
args: /ɑːrz/ 参数
arguably: /ˈɑːrɡjuəbli/ 可以说
argue: /ˈɑːrɡjuː/ 争论
argued: /ˈɑːrɡjuːd/ 争论（过去式）
arguing: /ˈɑːrɡjuːɪŋ/ 争论（现在分词）
argument: /ˈɑːrɡjʊmənt/ 争论，论点
arguments: /ˈɑːrɡjʊmənts/ 争论，论点（复数）
arial: /ˈeəriəl/ 空中的，艾瑞尔（字体）
arib: (没有明确发音)
arie: /ˈɛəri/ 阿里（人名）
ariel: /ˈeəriəl/ 艾瑞尔（人名），空中精灵
arils: /ˈeərɪlz/ 假种皮
arin: (没有明确发音)
aris: /ˈærɪs/ 阿里斯（人名）
arise: /əˈraɪz/ 出现，发生
arisen: /əˈrɪzn/ 出现，发生（过去分词）
arises: /əˈraɪzɪz/ 出现，发生（第三人称单数）
aristocracy: /ˌærɪˈstɒkrəsi/ 贵族
aristocrat: /ˈærɪstəˌkræt/ 贵族
aristocratic: /ˌærɪstəˈkrætɪk/ 贵族的
aristocrats: /ˈærɪstəˌkræts/ 贵族（复数）
aristophanes: /ˌærɪˈstɒfəˌniːz/ 阿里斯托芬（古希腊喜剧作家）
aristotle: /ˈærɪˌstɒtəl/ 亚里士多德
arithmetic: /əˈrɪθmətɪk/ 算术
arjuna: /ˈɑːrdʒʊnə/ 阿朱那（印度神话人物）
arkanland: (没有明确发音)
arkansas: /ˈɑːrkənˌsɔː/ 阿肯色州
arm: /ɑːrm/ 手臂，武器
armada: /ɑːrˈmɑːdə/ 舰队
armadillo: /ˌɑːrməˈdɪloʊ/ 犰狳
armadillos: /ˌɑːrməˈdɪloʊz/ 犰狳（复数）
armageddon: /ˌɑːrməˈɡɛdən/ 哈米吉多顿（世界末日战场）
armaments: /ˈɑːrməmənts/ 军备
armature: /ˈɑːrmətʃər/ 电枢，骨架
armed: /ɑːrmd/ 武装的
armenia: /ɑːrˈmiːniə/ 亚美尼亚
armenians: /ɑːrˈmiːniənz/ 亚美尼亚人
armenius: /ɑːrˈmiːniəs/ 阿米尼乌斯（人名）
armenos: /ɑːrˈmɛnɒs/ 阿米诺斯（人名）
armies: /ˈɑːrmiz/ 军队
arming: /ˈɑːrmɪŋ/ 武装
arminius: /ɑːrˈmɪniəs/ 阿米尼乌斯（人名）
armis: /ˈɑːrmɪs/ (没有明确发音)
armistice: /ˈɑːrmɪstɪs/ 停战
armor: /ˈɑːrmər/ 盔甲
armored: /ˈɑːrmərd/ 装甲的
armory: /ˈɑːrməri/ 军械库
arms: /ɑːrmz/ 武器，手臂
armstrong: /ˈɑːrmˌstrɔːŋ/ 阿姆斯特朗（人名）
army: /ˈɑːrmi/ 军队
arn: /ɑːrn/ (没有明确发音)
arnhem: /ˈɑːrnəm/ 阿纳姆（荷兰城市）
arnold: /ˈɑːrnəld/ 阿诺德（人名）
arnolf: (没有明确发音)
aromi: (没有明确发音)
aron: /ˈærən/ 艾伦（人名）
aror: (没有明确发音)
arose: /əˈroʊz/ 出现，发生（过去式）
around: /əˈraʊnd/ 在周围
arouse: /əˈraʊz/ 唤起
aroused: /əˈraʊzd/ 唤起（过去式）
arrange: /əˈreɪndʒ/ 安排
arranged: /əˈreɪndʒd/ 安排（过去式）
arrangement: /əˈreɪndʒmənt/ 安排
arrangements: /əˈreɪndʒmənts/ 安排（复数）
arranger: /əˈreɪndʒər/ 安排者
arrangers: /əˈreɪndʒərz/ 安排者（复数）
arranging: /əˈreɪndʒɪŋ/ 安排（现在分词）
array: /əˈreɪ/ 排列，数组
arrayed: /əˈreɪd/ 排列（过去式）
arrays: /əˈreɪz/ 排列（复数）
arrest: /əˈrɛst/ 逮捕
arrested: /əˈrɛstɪd/ 逮捕（过去式）
arresting: /əˈrɛstɪŋ/ 逮捕（现在分词），引人注目的
arrests: /əˈrɛsts/ 逮捕（复数）
arrival: /əˈraɪvəl/ 到达
arrive: /əˈraɪv/ 到达
arrived: /əˈraɪvd/ 到达（过去式）
arrives: /əˈraɪvz/ 到达（第三人称单数）
arriving: /əˈraɪvɪŋ/ 到达（现在分词）
arrogance: /ˈærəɡəns/ 傲慢
arrogant: /ˈærəɡənt/ 傲慢的
arrogantly: /ˈærəɡəntli/ 傲慢地
arrow: /ˈæroʊ/ 箭
arrowead: (没有明确发音)
arrowhead: /ˈæroʊhɛd/ 箭头
arrowheads: /ˈæroʊhɛdz/ 箭头（复数）
arrows: /ˈæroʊz/ 箭（复数）
ars: /ɑːrz/ (没有明确发音)
arsenal: /ˈɑːrsənəl/ 军火库
arsenic: /ˈɑːrsənɪk/ 砷
arsmt: (没有明确发音)
art: /ɑːrt/ 艺术
arteries: /ˈɑːrtəriz/ 动脉
artfully: /ˈɑːrtfəli/ 巧妙地
arthon: (没有明确发音)
arthur: /ˈɑːrθər/ 亚瑟（人名）
arthurian: /ɑːrˈθjʊəriən/ 亚瑟王的
article: /ˈɑːrtɪkəl/ 文章，物品
articles: /ˈɑːrtɪkəlz/ 文章，物品（复数）
articulating: /ɑːrˈtɪkjʊˌleɪtɪŋ/ 清晰表达，发音清晰
artifact: /ˈɑːrtɪfækt/ 人工制品
artifacting: (没有明确发音)
artifacts: /ˈɑːrtɪfækts/ 人工制品（复数）
artifice: /ˈɑːrtɪfɪs/ 诡计
artificial: /ˌɑːrtɪˈfɪʃəl/ 人工的
artillary: (应该是artillery)/ɑːrˈtɪləri/ 炮兵
artillery: /ɑːrˈtɪləri/ 炮兵
artisans: /ˈɑːrtɪzənz/ 工匠
artist: /ˈɑːrtɪst/ 艺术家
artistic: /ɑːrˈtɪstɪk/ 艺术的
artistically: /ɑːrˈtɪstɪkəli/ 艺术地
artists: /ˈɑːrtɪsts/ 艺术家（复数）
arts: /ɑːrts/ 艺术（复数）
artwork: /ˈɑːrtwɜːrk/ 艺术品
arumi: (没有明确发音)
arv: (没有明确发音)
arvanian: (没有明确发音)
aryan: /ˈɛəriən/ 雅利安人
as: /æz/ 如同，作为
asag: (没有明确发音)
ascend: /əˈsɛnd/ 上升
ascendancy: /əˈsɛndənsi/ 优势，支配地位
ascendant: /əˈsɛndənt/ 上升的
ascended: /əˈsɛndɪd/ 上升（过去式）
ascending: /əˈsɛndɪŋ/ 上升（现在分词）
ascension: /əˈsɛnʃən/ 上升
ascertained: /ˌæsərˈteɪnd/ 确定（过去式）
ascetic: /əˈsɛtɪk/ 禁欲的
ascii: /ˈæskiː/ ASCII（美国信息交换标准代码）
